uid;dt;latitude;longitude;speed;radius;rssi;actualForever;userName;NetworkType
dmr:11092029@subscribers.global;2025-05-16 00:53:30.000;36,8622055053711;10,11598777771;0,046875;9,296875;NULL;0;dmr:11092029@subscribers.global;0
dmr:11092029@subscribers.global;2025-05-16 03:21:30.000;36,8622016906738;10,1159858703613;0;6,59375;NULL;0;dmr:11092029@subscribers.global;0
dmr:11092029@subscribers.global;2025-05-16 11:00:30.000;36,8622169494629;10,1159677505493;0,125;11,09375;NULL;0;dmr:11092029@subscribers.global;0
dmr:11837079@subscribers.global;2025-05-16 19:43:16.000;36,8336563110352;11,1131505966187;0,0625;16,3984375;NULL;0;dmr:11837079@subscribers.global;0
dmr:11112051@subscribers.global;2025-05-17 01:21:26.000;36,7231597900391;10,2994823455811;0,234375;11,59375;NULL;0;dmr:11112051@subscribers.global;0
dmr:11003043@subscribers.global;2025-05-17 06:19:29.000;36,8599433898926;10,1139488220215;0,0234375;10,3984375;NULL;0;dmr:11003043@subscribers.global;0
dmr:11032050@subscribers.global;2025-05-17 09:44:05.000;36,8317070007324;10,0417203903198;0,0234375;5;NULL;0;dmr:11032050@subscribers.global;0
dmr:11837079@subscribers.global;2025-05-17 12:50:02.000;36,8337059020996;11,1131210327148;0,0546875;6;NULL;0;dmr:11837079@subscribers.global;0
dmr:11837079@subscribers.global;2025-05-17 15:36:56.000;36,8337211608887;11,113130569458;0,0078125;12;NULL;0;dmr:11837079@subscribers.global;0
dmr:11003033@subscribers.global;2025-05-17 18:28:00.000;36,8620491027832;10,1162233352661;0,0703125;16,8984375;NULL;0;dmr:11003033@subscribers.global;0
dmr:11837064@subscribers.global;2025-05-17 21:15:55.000;36,4558715820313;10,8276557922363;1,8046875;5,8984375;NULL;0;dmr:11837064@subscribers.global;0
dmr:11113013@subscribers.global;2025-05-17 23:07:10.000;36,7030601501465;10,3979520797729;0,0390625;11,3984375;NULL;0;dmr:11113013@subscribers.global;0
dmr:11092025@subscribers.global;2025-05-18 01:29:08.000;36,8621520996094;10,1160526275635;0,75;62,5;NULL;0;dmr:11092025@subscribers.global;0
dmr:11003043@subscribers.global;2025-05-18 02:45:14.000;36,8600883483887;10,1137065887451;0,0078125;5,1953125;NULL;0;dmr:11003043@subscribers.global;0
dmr:11837011@subscribers.global;2025-05-18 03:41:16.000;36,7159423828125;11,0093393325806;1,203125;12,3984375;NULL;0;dmr:11837011@subscribers.global;0
dmr:11837079@subscribers.global;2025-05-18 04:51:48.000;37,1168365478516;10,8749952316284;7,3125;3,796875;NULL;0;dmr:11837079@subscribers.global;0
dmr:11837064@subscribers.global;2025-05-07 00:50:56.000;36,495246887207;10,8898773193359;2,359375;2,59375;NULL;0;dmr:11837064@subscribers.global;0
dmr:11837064@subscribers.global;2025-05-07 00:51:34.000;36,4945373535156;10,8896074295044;2,1484375;6,1953125;NULL;0;dmr:11837064@subscribers.global;0
dmr:11837011@subscribers.global;2025-05-07 00:51:57.000;36,8339195251465;11,1132259368896;0,140625;5,09375;NULL;0;dmr:11837011@subscribers.global;0
dmr:11817012@subscribers.global;2025-05-07 00:52:06.000;36,8090209960938;10,3070840835571;0,03125;6,1953125;NULL;0;dmr:11817012@subscribers.global;0
dmr:11837010@subscribers.global;2025-05-07 00:52:23.000;36,635498046875;10,9799966812134;0,2109375;39,8984375;NULL;0;dmr:11837010@subscribers.global;0
dmr:11042040@subscribers.global;2025-05-07 00:52:26.000;36,7633209228516;10,0002059936523;0,0390625;5,59375;NULL;0;dmr:11042040@subscribers.global;0
dmr:11837079@subscribers.global;2025-05-07 00:52:29.000;37,0450286865234;11,1198949813843;3,1875;3,796875;NULL;0;dmr:11837079@subscribers.global;0
dmr:11023004@subscribers.global;2025-05-07 00:52:38.000;36,7735900878906;10,0539579391479;0,0546875;9,8984375;NULL;0;dmr:11023004@subscribers.global;0
dmr:11133009@subscribers.global;2025-05-07 00:52:43.000;36,7149848937988;10,2640008926392;0,4140625;6,59375;NULL;0;dmr:11133009@subscribers.global;0
dmr:11837064@subscribers.global;2025-05-07 00:51:56.000;36,4940948486328;10,8894948959351;2,390625;4,796875;NULL;0;dmr:11837064@subscribers.global;0
dmr:11837011@subscribers.global;2025-05-07 00:52:57.000;36,8339195251465;11,1132278442383;0,2265625;6,796875;NULL;0;dmr:11837011@subscribers.global;0
dmr:11817010@subscribers.global;2025-05-07 00:52:59.000;36,991382598877;10,2291955947876;0,28125;3,6953125;NULL;0;dmr:11817010@subscribers.global;0
dmr:11837064@subscribers.global;2025-05-07 00:52:44.000;36,4930992126465;10,8893451690674;2,265625;4,796875;NULL;0;dmr:11837064@subscribers.global;0
dmr:11092009@subscribers.global;2025-05-07 00:53:20.000;36,8428802490234;10,1114358901978;0;13,5;NULL;0;dmr:11092009@subscribers.global;0
dmr:11837064@subscribers.global;2025-05-07 00:52:56.000;36,492847442627;10,8893032073975;2,3203125;2,296875;NULL;0;dmr:11837064@subscribers.global;0
dmr:11837010@subscribers.global;2025-05-07 00:53:23.000;36,6354827880859;10,9800987243652;0,140625;36,1953125;NULL;0;dmr:11837010@subscribers.global;0
dmr:11837079@subscribers.global;2025-05-07 00:53:29.000;37,0434608459473;11,1199131011963;3,1796875;3,09375;NULL;0;dmr:11837079@subscribers.global;0
dmr:11837064@subscribers.global;2025-05-07 00:53:06.000;36,4926300048828;10,8892774581909;2,21875;3,09375;NULL;0;dmr:11837064@subscribers.global;0
dmr:11023004@subscribers.global;2025-05-07 00:53:38.000;36,7735862731934;10,0539560317993;0,0859375;12,1953125;NULL;0;dmr:11023004@subscribers.global;0
dmr:11787020@subscribers.global;2025-05-07 00:53:30.000;36,7953567504883;10,3421993255615;0,171875;3,6484375;NULL;0;dmr:11787020@subscribers.global;0
dmr:11837011@subscribers.global;2025-05-07 00:53:57.000;36,8339157104492;11,1132287979126;0,0625;8,09375;NULL;0;dmr:11837011@subscribers.global;0
dmr:11787016@subscribers.global;2025-05-07 00:54:16.000;36,9765319824219;11,1452016830444;0,2578125;20,59375;NULL;0;dmr:11787016@subscribers.global;0
dmr:11837010@subscribers.global;2025-05-07 00:54:23.000;36,6354713439941;10,9801788330078;0,0546875;40,59375;NULL;0;dmr:11837010@subscribers.global;0
dmr:11043008@subscribers.global;2025-05-07 00:54:27.000;36,7480964660645;9,97162628173828;0,0625;7,09375;NULL;0;dmr:11043008@subscribers.global;0
dmr:11837064@subscribers.global;2025-05-07 00:53:52.000;36,4917068481445;10,8891344070435;2,25;2,59375;NULL;0;dmr:11837064@subscribers.global;0
dmr:11837079@subscribers.global;2025-05-07 00:54:29.000;37,0419425964355;11,1198301315308;2,4609375;3,09375;NULL;0;dmr:11837079@subscribers.global;0
dmr:11837064@subscribers.global;2025-05-07 00:53:56.000;36,491626739502;10,8891324996948;2,1796875;3,8984375;NULL;0;dmr:11837064@subscribers.global;0
dmr:11787020@subscribers.global;2025-05-07 00:54:30.000;36,7953414916992;10,3422183990479;0,046875;3,390625;NULL;0;dmr:11787020@subscribers.global;0
dmr:11023004@subscribers.global;2025-05-07 00:54:38.000;36,7735862731934;10,053955078125;0,140625;9,3984375;NULL;0;dmr:11023004@subscribers.global;0
dmr:11202038@subscribers.global;2025-05-07 00:54:45.000;36,9095573425293;11,1051368713379;0,0703125;9,296875;NULL;0;dmr:11202038@subscribers.global;0
dmr:11837011@subscribers.global;2025-05-07 00:54:57.000;36,833911895752;11,1132307052612;0;8,59375;NULL;0;dmr:11837011@subscribers.global;0
dmr:11837064@subscribers.global;2025-05-07 00:54:18.000;36,4911727905273;10,8890733718872;2,1875;2,296875;NULL;0;dmr:11837064@subscribers.global;0
dmr:11837010@subscribers.global;2025-05-07 00:55:23.000;36,6354713439941;10,9802379608154;0,1171875;42,5;NULL;0;dmr:11837010@subscribers.global;0
dmr:11092009@subscribers.global;2025-05-07 00:55:20.000;36,8428840637207;10,1114273071289;0,15625;12,3984375;NULL;0;dmr:11092009@subscribers.global;0
dmr:11837079@subscribers.global;2025-05-07 00:55:29.000;37,0403480529785;11,1202449798584;3,234375;4,09375;NULL;0;dmr:11837079@subscribers.global;0
dmr:11837064@subscribers.global;2025-05-07 00:54:56.000;36,4903831481934;10,8889751434326;2,28125;3,3984375;NULL;0;dmr:11837064@subscribers.global;0
dmr:11787020@subscribers.global;2025-05-07 00:55:30.000;36,7953453063965;10,3422088623047;0,0078125;4,0859375;NULL;0;dmr:11787020@subscribers.global;0
dmr:11837064@subscribers.global;2025-05-07 00:55:18.000;36,4899520874023;10,8888940811157;2,0859375;2,8984375;NULL;0;dmr:11837064@subscribers.global;0
dmr:11837011@subscribers.global;2025-05-07 00:55:57.000;36,833911895752;11,1132307052612;0;11;NULL;0;dmr:11837011@subscribers.global;0
dmr:11092032@subscribers.global;2025-05-07 00:55:55.000;36,8633918762207;10,1167669296265;0,03125;5,8984375;NULL;0;dmr:11092032@subscribers.global;0
dmr:11837064@subscribers.global;2025-05-07 00:55:42.000;36,4894752502441;10,8888235092163;2,2109375;2,6953125;NULL;0;dmr:11837064@subscribers.global;0
dmr:11837010@subscribers.global;2025-05-07 00:56:23.000;36,6354713439941;10,9803094863892;0,0546875;40,59375;NULL;0;dmr:11837010@subscribers.global;0
dmr:11837079@subscribers.global;2025-05-07 00:56:29.000;37,0387573242188;11,1203451156616;3,1328125;3,5;NULL;0;dmr:11837079@subscribers.global;0
dmr:11787020@subscribers.global;2025-05-07 00:56:30.000;36,7953491210938;10,3422107696533;0,15625;3,9609375;NULL;0;dmr:11787020@subscribers.global;0
dmr:11112056@subscribers.global;2025-05-07 00:56:48.000;36,7356376647949;10,2842798233032;0,59375;13,1953125;NULL;0;dmr:11112056@subscribers.global;0
dmr:11817010@subscribers.global;2025-05-07 00:56:59.000;36,9913673400879;10,2292013168335;0,0546875;5;NULL;0;dmr:11817010@subscribers.global;0
dmr:11837011@subscribers.global;2025-05-07 00:56:57.000;36,833911895752;11,1132326126099;0,1328125;5,796875;NULL;0;dmr:11837011@subscribers.global;0
dmr:11837064@subscribers.global;2025-05-07 00:55:56.000;36,4891777038574;10,8887872695923;2,265625;3,09375;NULL;0;dmr:11837064@subscribers.global;0
dmr:11837010@subscribers.global;2025-05-07 00:57:23.000;36,6354560852051;10,9804019927979;0,2890625;37,796875;NULL;0;dmr:11837010@subscribers.global;0
dmr:11202063@subscribers.global;2025-05-13 05:31:04.000;36,9359893798828;10,8688497543335;0,0234375;2,796875;NULL;0;dmr:11202063@subscribers.global;0
dmr:11003043@subscribers.global;2025-05-13 05:31:14.000;36,8599853515625;10,1140050888062;0,046875;7,3984375;NULL;0;dmr:11003043@subscribers.global;0
dmr:11817012@subscribers.global;2025-05-13 05:31:26.000;36,808967590332;10,3070650100708;0,0078125;6,09375;NULL;0;dmr:11817012@subscribers.global;0
dmr:11112056@subscribers.global;2025-05-13 05:31:32.000;36,7248001098633;10,268256187439;0,1015625;13;NULL;0;dmr:11112056@subscribers.global;0
dmr:11112051@subscribers.global;2025-05-13 05:31:58.000;36,7231788635254;10,2994661331177;0,3359375;13,1953125;NULL;0;dmr:11112051@subscribers.global;0
dmr:11092025@subscribers.global;2025-05-13 05:32:00.000;36,8621368408203;10,116473197937;0,21875;23,6953125;NULL;0;dmr:11092025@subscribers.global;0
dmr:11202063@subscribers.global;2025-05-13 05:32:04.000;36,9359893798828;10,8688516616821;0;3,8984375;NULL;0;dmr:11202063@subscribers.global;0
dmr:11032050@subscribers.global;2025-05-13 05:32:15.000;36,8399353027344;10,0369005203247;0,0078125;4,296875;NULL;0;dmr:11032050@subscribers.global;0
dmr:11003043@subscribers.global;2025-05-13 05:32:14.000;36,8599891662598;10,1140003204346;0,03125;6,6953125;NULL;0;dmr:11003043@subscribers.global;0
dmr:11817012@subscribers.global;2025-05-13 05:32:26.000;36,808967590332;10,3070650100708;0,0234375;6,3984375;NULL;0;dmr:11817012@subscribers.global;0
dmr:11113013@subscribers.global;2025-05-13 05:32:32.000;36,7030601501465;10,3979301452637;0,0078125;3,3984375;NULL;0;dmr:11113013@subscribers.global;0
dmr:11112056@subscribers.global;2025-05-13 05:32:32.000;36,7248497009277;10,2681608200073;0,734375;11,1953125;NULL;0;dmr:11112056@subscribers.global;0
dmr:11202063@subscribers.global;2025-05-13 05:33:04.000;36,9359855651855;10,8688516616821;0,0390625;1,8984375;NULL;0;dmr:11202063@subscribers.global;0
dmr:11032050@subscribers.global;2025-05-13 05:33:15.000;36,8399353027344;10,0368995666504;0,0078125;2,3984375;NULL;0;dmr:11032050@subscribers.global;0
dmr:11817012@subscribers.global;2025-05-13 05:33:26.000;36,8089637756348;10,3070611953735;0;9;NULL;0;dmr:11817012@subscribers.global;0
dmr:11113013@subscribers.global;2025-05-13 05:33:32.000;36,7030601501465;10,397928237915;0,078125;10,09375;NULL;0;dmr:11113013@subscribers.global;0
dmr:11112056@subscribers.global;2025-05-13 05:33:32.000;36,7258262634277;10,2666683197021;12,234375;12,6953125;NULL;0;dmr:11112056@subscribers.global;0
dmr:11023004@subscribers.global;2025-05-13 05:33:51.000;36,7735366821289;10,0539312362671;0,15625;13;NULL;0;dmr:11023004@subscribers.global;0
dmr:11837079@subscribers.global;2025-05-13 05:33:50.000;36,8337020874023;11,1131181716919;0,0703125;15,09375;NULL;0;dmr:11837079@subscribers.global;0
dmr:11112051@subscribers.global;2025-05-13 05:33:58.000;36,7231712341309;10,2994689941406;0,40625;18,296875;NULL;0;dmr:11112051@subscribers.global;0
dmr:11202063@subscribers.global;2025-05-13 05:34:04.000;36,9359855651855;10,8688516616821;0,0078125;2,09375;NULL;0;dmr:11202063@subscribers.global;0
dmr:11003043@subscribers.global;2025-05-13 05:34:14.000;36,8599891662598;10,1139974594116;0,0078125;6,796875;NULL;0;dmr:11003043@subscribers.global;0
dmr:11112053@subscribers.global;2025-05-13 05:34:19.000;36,7156715393066;10,2814207077026;11,5625;2,8984375;NULL;0;dmr:11112053@subscribers.global;0
dmr:11113013@subscribers.global;2025-05-13 05:34:32.000;36,7030601501465;10,3979244232178;0,0390625;2,09375;NULL;0;dmr:11113013@subscribers.global;0
dmr:11112056@subscribers.global;2025-05-13 05:34:32.000;36,7300987243652;10,2612247467041;9,5625;11,8984375;NULL;0;dmr:11112056@subscribers.global;0
dmr:11003049@subscribers.global;2025-05-13 05:34:51.000;36,841926574707;10,2382202148438;0,0078125;3,09375;NULL;0;dmr:11003049@subscribers.global;0
dmr:11023004@subscribers.global;2025-05-13 05:34:51.000;36,7735328674316;10,0539302825928;0,109375;7,09375;NULL;0;dmr:11023004@subscribers.global;0
dmr:11202063@subscribers.global;2025-05-13 05:35:04.000;36,9359855651855;10,8688554763794;0,0078125;11,796875;NULL;0;dmr:11202063@subscribers.global;0
dmr:11837010@subscribers.global;2025-05-13 05:35:07.000;36,3580131530762;10,696063041687;5,6796875;3,1953125;NULL;0;dmr:11837010@subscribers.global;0
dmr:11112053@subscribers.global;2025-05-13 05:35:19.000;36,7159652709961;10,2749509811401;7,2578125;12,5;NULL;0;dmr:11112053@subscribers.global;0
dmr:11113013@subscribers.global;2025-05-13 05:35:32.000;36,7030601501465;10,3979253768921;0,046875;2,296875;NULL;0;dmr:11113013@subscribers.global;0
dmr:11112056@subscribers.global;2025-05-13 05:35:32.000;36,7313041687012;10,2590522766113;4,125;18,1953125;NULL;0;dmr:11112056@subscribers.global;0
dmr:11023004@subscribers.global;2025-05-13 05:35:51.000;36,7735328674316;10,0539302825928;0,203125;13,6953125;NULL;0;dmr:11023004@subscribers.global;0
dmr:11112051@subscribers.global;2025-05-13 05:35:58.000;36,7231597900391;10,2994689941406;0,109375;29,1953125;NULL;0;dmr:11112051@subscribers.global;0
dmr:11837010@subscribers.global;2025-05-13 05:35:49.000;36,3582725524902;10,698694229126;5,703125;2,796875;NULL;0;dmr:11837010@subscribers.global;0
dmr:11202063@subscribers.global;2025-05-13 05:36:04.000;36,9359855651855;10,8688545227051;0,0703125;12,8984375;NULL;0;dmr:11202063@subscribers.global;0
dmr:11032050@subscribers.global;2025-05-13 05:36:15.000;36,8399353027344;10,0369005203247;0,03125;4;NULL;0;dmr:11032050@subscribers.global;0
dmr:11003047@subscribers.global;2025-05-13 05:36:19.000;36,8414993286133;10,1111745834351;3,2421875;3,796875;NULL;0;dmr:11003047@subscribers.global;0
dmr:11112053@subscribers.global;2025-05-13 05:36:19.000;36,7159957885742;10,2717933654785;11,8125;3,1953125;NULL;0;dmr:11112053@subscribers.global;0
dmr:11113013@subscribers.global;2025-05-13 05:36:32.000;36,7030601501465;10,3979272842407;0,0234375;5,09375;NULL;0;dmr:11113013@subscribers.global;0
dmr:11112056@subscribers.global;2025-05-13 05:36:32.000;36,7313804626465;10,258846282959;0,3203125;11,796875;NULL;0;dmr:11112056@subscribers.global;0
dmr:11023004@subscribers.global;2025-05-13 05:36:51.000;36,7735328674316;10,0539302825928;0,1171875;9,1953125;NULL;0;dmr:11023004@subscribers.global;0
dmr:11112051@subscribers.global;2025-05-13 05:36:58.000;36,7231483459473;10,2994728088379;0,2109375;18,6953125;NULL;0;dmr:11112051@subscribers.global;0
dmr:11202063@subscribers.global;2025-05-13 05:37:04.000;36,9359855651855;10,8688545227051;0,0234375;3,296875;NULL;0;dmr:11202063@subscribers.global;0
dmr:11032050@subscribers.global;2025-05-13 05:37:15.000;36,8399353027344;10,0369005203247;0;2,09375;NULL;0;dmr:11032050@subscribers.global;0
dmr:11112053@subscribers.global;2025-05-13 05:37:19.000;36,7236671447754;10,2585620880127;28,9453125;2,09375;NULL;0;dmr:11112053@subscribers.global;0
dmr:11113013@subscribers.global;2025-05-13 05:37:32.000;36,7030639648438;10,3979272842407;0,0625;2,1953125;NULL;0;dmr:11113013@subscribers.global;0
dmr:11112056@subscribers.global;2025-05-13 05:37:32.000;36,7313461303711;10,2587995529175;0,078125;11,59375;NULL;0;dmr:11112056@subscribers.global;0
dmr:11202063@subscribers.global;2025-05-13 05:38:04.000;36,9359855651855;10,8688526153564;0,0234375;3,296875;NULL;0;dmr:11202063@subscribers.global;0
dmr:11003043@subscribers.global;2025-05-13 07:13:14.000;36,8599319458008;10,1139707565308;0;3,09375;NULL;0;dmr:11003043@subscribers.global;0
dmr:11112053@subscribers.global;2025-05-13 07:13:19.000;36,7231292724609;10,2993497848511;0,0234375;17,296875;NULL;0;dmr:11112053@subscribers.global;0
dmr:11063005@subscribers.global;2025-05-13 07:13:24.000;36,8971672058105;10,1162033081055;0,2421875;21,8984375;NULL;0;dmr:11063005@subscribers.global;0
dmr:11112056@subscribers.global;2025-05-13 07:13:32.000;36,7312126159668;10,2989234924316;0,984375;9;NULL;0;dmr:11112056@subscribers.global;0
dmr:11113013@subscribers.global;2025-05-13 07:13:32.000;36,7030410766602;10,3979225158691;0,0078125;5;NULL;0;dmr:11113013@subscribers.global;0
dmr:11837011@subscribers.global;2025-05-13 07:13:12.000;36,8338966369629;11,1132097244263;0,0390625;10,6953125;NULL;0;dmr:11837011@subscribers.global;0
dmr:11202063@subscribers.global;2025-05-13 07:14:04.000;36,919506072998;10,853443145752;0,0078125;5,6953125;NULL;0;dmr:11202063@subscribers.global;0
dmr:11003043@subscribers.global;2025-05-13 07:14:14.000;36,8599319458008;10,1139669418335;0,0625;9,09375;NULL;0;dmr:11003043@subscribers.global;0
dmr:11112053@subscribers.global;2025-05-13 07:14:19.000;36,7231292724609;10,2993469238281;0,0078125;11,6953125;NULL;0;dmr:11112053@subscribers.global;0
dmr:11063005@subscribers.global;2025-05-13 07:14:24.000;36,8971633911133;10,1161909103394;0,0078125;16,59375;NULL;0;dmr:11063005@subscribers.global;0
dmr:11063006@subscribers.global;2025-05-13 07:14:18.000;36,9360733032227;10,0927820205688;0,6796875;16,3984375;NULL;0;dmr:11063006@subscribers.global;0
dmr:11817012@subscribers.global;2025-05-13 07:14:26.000;36,8089485168457;10,3070583343506;0,0078125;11,3984375;NULL;0;dmr:11817012@subscribers.global;0
dmr:11113013@subscribers.global;2025-05-13 07:14:32.000;36,7030410766602;10,3979263305664;0,0390625;4,3984375;NULL;0;dmr:11113013@subscribers.global;0
dmr:11837079@subscribers.global;2025-05-13 07:14:24.000;36,8337020874023;11,1130981445313;0,015625;8,3984375;NULL;0;dmr:11837079@subscribers.global;0
dmr:11112056@subscribers.global;2025-05-13 07:14:32.000;36,7311859130859;10,2989387512207;0,1484375;4,8984375;NULL;0;dmr:11112056@subscribers.global;0
dmr:11837079@subscribers.global;2025-05-13 07:14:58.000;36,8337020874023;11,1130990982056;0,015625;4,8984375;NULL;0;dmr:11837079@subscribers.global;0
dmr:11032050@subscribers.global;2025-05-13 07:15:15.000;36,8316650390625;10,0417652130127;0,03125;6,796875;NULL;0;dmr:11032050@subscribers.global;0
dmr:11063006@subscribers.global;2025-05-13 07:15:18.000;36,9360809326172;10,0927762985229;0,125;23,8984375;NULL;0;dmr:11063006@subscribers.global;0
dmr:11112053@subscribers.global;2025-05-13 07:15:19.000;36,7231292724609;10,2993450164795;0,0078125;6,796875;NULL;0;dmr:11112053@subscribers.global;0
dmr:11003043@subscribers.global;2025-05-13 07:15:14.000;36,859935760498;10,1139659881592;0,109375;16,59375;NULL;0;dmr:11003043@subscribers.global;0
dmr:11817012@subscribers.global;2025-05-13 07:15:26.000;36,808952331543;10,3070602416992;0,03125;12,5;NULL;0;dmr:11817012@subscribers.global;0
dmr:11113013@subscribers.global;2025-05-13 07:15:32.000;36,7030410766602;10,3979272842407;0,0625;7,5;NULL;0;dmr:11113013@subscribers.global;0
dmr:11837011@subscribers.global;2025-05-13 07:15:12.000;36,8338966369629;11,1132097244263;0,2265625;16,3984375;NULL;0;dmr:11837011@subscribers.global;0
dmr:11837079@subscribers.global;2025-05-13 07:15:42.000;36,8337020874023;11,1130990982056;0,1484375;7,796875;NULL;0;dmr:11837079@subscribers.global;0
dmr:11105032@subscribers.global;2025-05-13 07:16:04.000;36,8616638183594;10,1131649017334;0,0078125;5,296875;NULL;0;dmr:11105032@subscribers.global;0
dmr:11202063@subscribers.global;2025-05-13 07:16:04.000;36,9202728271484;10,85142993927;7,34375;2,6953125;NULL;0;dmr:11202063@subscribers.global;0
dmr:11003043@subscribers.global;2025-05-13 07:16:14.000;36,8599319458008;10,1139688491821;0,0625;3,6953125;NULL;0;dmr:11003043@subscribers.global;0
dmr:11032050@subscribers.global;2025-05-13 07:16:15.000;36,8316688537598;10,041766166687;0,0078125;4,6953125;NULL;0;dmr:11032050@subscribers.global;0
